City,Cens_2010,Base_2010,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,Lat,Lng,State
Roswell,88346,88332.0,88794.0,90902.0,93210.0,93661.0,93597.0,93827.0,94549.0,94699.0,94665.0,94763.0,34.0232431,-84.3615555, Georgia
Menifee,77519,77382.0,77929.0,79665.0,81026.0,83045.0,84522.0,86411.0,88057.0,90104.0,92249.0,94756.0,33.6971468,-117.185294, California
Tracy,82922,83423.0,83620.0,84302.0,84727.0,84872.0,85713.0,86953.0,89181.0,90701.0,91818.0,94740.0,37.7395818,-121.4260018, California
Plantation,84955,84883.0,85331.0,86874.0,87928.0,90051.0,90968.0,91904.0,92767.0,93824.0,94019.0,94580.0,26.1275862,-80.23310359999999, Florida
Quincy,92271,92262.0,92457.0,92544.0,92973.0,93470.0,93685.0,93766.0,94130.0,94322.0,94403.0,94470.0,42.2528772,-71.0022705, Massachusetts
Portsmouth,95535,95526.0,95451.0,95748.0,96480.0,96075.0,95829.0,96336.0,95165.0,94838.0,94750.0,94398.0,36.8354258,-76.2982742, Virginia
Mission Viejo,93305,93103.0,93225.0,94020.0,94627.0,96003.0,96622.0,96543.0,96149.0,95551.0,94925.0,94381.0,33.5968913,-117.6581562, California
Chino,77983,78069.0,78644.0,79591.0,79949.0,80799.0,84296.0,85169.0,87468.0,89601.0,91356.0,94371.0,34.0122346,-117.688944, California
Lynn,90329,90324.0,90532.0,90709.0,91437.0,92025.0,92565.0,93057.0,93185.0,93915.0,94336.0,94299.0,42.46676300000001,-70.9494938, Massachusetts
Edmond,81405,81130.0,81451.0,82910.0,84877.0,86926.0,88599.0,90118.0,91388.0,91700.0,92893.0,94054.0,35.6528323,-97.47809540000002, Oklahoma
Dearborn,98153,98146.0,97849.0,97173.0,96878.0,96065.0,95973.0,95488.0,95052.0,94708.0,94379.0,93932.0,42.3222599,-83.17631449999999, Michigan
Livonia,96942,96857.0,96627.0,96142.0,95921.0,95239.0,95229.0,94843.0,94507.0,94237.0,94019.0,93665.0,42.36837,-83.35270969999999, Michigan
Yakima,91067,91273.0,91637.0,92605.0,92654.0,92713.0,92790.0,92953.0,93429.0,93500.0,93548.0,93637.0,46.6020711,-120.5058987, Washington
South Gate,94396,94412.0,94434.0,94591.0,94577.0,94674.0,94741.0,95597.0,95245.0,94848.0,94135.0,93444.0,33.954737,-118.2120161, California
Greenville,84554,84711.0,85096.0,86269.0,87625.0,88847.0,89242.0,90499.0,90966.0,92008.0,92689.0,93400.0,35.612661,-77.3663538, North Carolina
Lawton,96867,96867.0,97849.0,98208.0,98415.0,96977.0,96660.0,95965.0,94117.0,94009.0,92945.0,93025.0,34.6035669,-98.39592909999999, Oklahoma
Kirkland,48787,80585.0,80866.0,82036.0,83358.0,84455.0,85971.0,87312.0,87990.0,89010.0,89909.0,93010.0,47.6768927,-122.2059833, Washington
Asheville,83393,83420.0,83459.0,84457.0,85321.0,86355.0,87837.0,89374.0,91123.0,91748.0,92630.0,92870.0,35.5950581,-82.5514869, North Carolina
Deltona,85182,85131.0,85096.0,84979.0,85139.0,85583.0,86295.0,87728.0,89314.0,90586.0,91718.0,92757.0,28.9005446,-81.26367379999999, Florida
Redding,89861,89857.0,89895.0,90180.0,90397.0,90773.0,91120.0,90963.0,91203.0,91525.0,91606.0,92590.0,40.5865396,-122.3916754, California
Bellingham,80885,81205.0,81297.0,81859.0,82299.0,82593.0,83386.0,84998.0,86954.0,89031.0,90464.0,92314.0,48.7519112,-122.4786854, Washington
Suffolk,84585,84565.0,84813.0,84750.0,85251.0,85751.0,86882.0,88079.0,89194.0,90108.0,90975.0,92108.0,36.7282054,-76.5835621, Virginia
Indio,76036,79166.0,79665.0,81046.0,82250.0,83358.0,85127.0,86917.0,88196.0,89438.0,90970.0,91765.0,33.7205771,-116.2155619, California
Mount Pleasant town,67843,68360.0,68509.0,69807.0,72172.0,74906.0,77937.0,81617.0,84476.0,87295.0,89869.0,91684.0,32.8323225,-79.82842579999999, South Carolina
Carson,91714,91711.0,91599.0,91690.0,92162.0,92535.0,92684.0,92752.0,92572.0,92193.0,91626.0,91394.0,33.8316745,-118.281693, California
Santa Barbara,88410,88380.0,88468.0,88605.0,89285.0,90082.0,90815.0,91275.0,91518.0,91517.0,91203.0,91364.0,34.4208305,-119.6981901, California
Conroe,56207,65392.0,65731.0,67352.0,69662.0,70676.0,73779.0,76322.0,82068.0,84809.0,87578.0,91079.0,30.3118769,-95.45605119999999, Texas
Westminster,89701,89619.0,89772.0,90710.0,91223.0,91624.0,91555.0,91582.0,91510.0,91176.0,90742.0,90643.0,33.7591757,-117.9897058, California
Santa Monica,89736,89742.0,89759.0,90476.0,91327.0,92050.0,92087.0,92422.0,92176.0,91747.0,91106.0,90401.0,34.0194543,-118.4911912, California
New Braunfels,57740,57676.0,58059.0,59319.0,60885.0,63025.0,65902.0,70133.0,73351.0,78902.0,84495.0,90209.0,29.7030024,-98.1244531, Texas
Livermore,80968,81426.0,81599.0,82589.0,83831.0,85448.0,87017.0,88248.0,89572.0,90137.0,90253.0,90189.0,37.6818688,-121.7684732, California
Palm Coast,75180,75199.0,75499.0,76641.0,77363.0,78409.0,80027.0,81938.0,84155.0,86146.0,87660.0,89800.0,29.5844524,-81.20786989999999, Florida
St. George,72897,72759.0,72837.0,73789.0,75010.0,76275.0,77942.0,79574.0,81696.0,84547.0,87113.0,89587.0,37.0965278,-113.5684164, Utah
Fall River,88857,88865.0,88882.0,88827.0,88852.0,88992.0,89148.0,89258.0,89287.0,89298.0,89630.0,89541.0,41.7014912,-71.1550451, Massachusetts
Nashua,86494,86475.0,86567.0,86809.0,86927.0,87324.0,87651.0,88271.0,88648.0,88990.0,88871.0,89355.0,42.7653662,-71.46756599999999, New Hampshire
Champaign,81055,81246.0,81405.0,82330.0,83202.0,84112.0,84953.0,86218.0,87244.0,87839.0,87994.0,88909.0,40.1017582,-88.2753144, Illinois
Miami Beach,87779,87380.0,87722.0,88713.0,89566.0,90152.0,90184.0,90570.0,90652.0,90642.0,89808.0,88885.0,25.790654,-80.1300455, Florida
Norwalk,85603,85612.0,85956.0,86611.0,87257.0,87728.0,88023.0,88248.0,88441.0,88357.0,89061.0,88816.0,41.11774399999999,-73.4081575, Connecticut
San Leandro,84950,84977.0,85119.0,85921.0,86976.0,88074.0,89195.0,90538.0,90706.0,90418.0,89713.0,88815.0,37.7257663,-122.1568554, California
O'Fallon,79329,79597.0,79964.0,81184.0,82136.0,83136.0,84221.0,85061.0,86449.0,87523.0,88364.0,88673.0,38.8106075,-90.69984769999999, Missouri
Newton,85146,85089.0,85373.0,85827.0,87029.0,87479.0,88269.0,88588.0,88569.0,88836.0,88641.0,88414.0,42.3370413,-71.20922139999999, Massachusetts
Reading,88082,87994.0,88040.0,88195.0,88141.0,88264.0,88171.0,88047.0,88128.0,88134.0,88542.0,88375.0,40.3356483,-75.9268747, Pennsylvania
Avondale,76238,76132.0,76232.0,77279.0,78718.0,79745.0,80726.0,81924.0,83288.0,84742.0,85715.0,87931.0,33.4355977,-112.3496021, Arizona
Fort Smith,86209,86266.0,86291.0,87205.0,87624.0,87385.0,87131.0,87677.0,87561.0,87834.0,87720.0,87891.0,35.3859242,-94.39854749999999, Arkansas
Citrus Heights,83301,83184.0,83273.0,83781.0,84308.0,84924.0,85665.0,86543.0,87179.0,87675.0,87707.0,87796.0,38.7071247,-121.2810611, California
Ogden,82825,82887.0,83100.0,83312.0,83874.0,84180.0,84406.0,85295.0,86742.0,87061.0,87202.0,87773.0,41.223,-111.9738304, Utah
Fayetteville,73580,73580.0,73962.0,75604.0,76969.0,78652.0,80417.0,82332.0,83620.0,85587.0,86615.0,87590.0,36.082156,-94.17185420000001, Arkansas
Fort Myers,62298,62305.0,62503.0,63818.0,65504.0,67802.0,70449.0,73470.0,76752.0,80015.0,82229.0,87103.0,26.640628,-81.8723084, Florida
Goodyear,65275,65261.0,65502.0,66589.0,67822.0,70392.0,72346.0,74815.0,77412.0,79945.0,82873.0,86840.0,33.4353394,-112.3576567, Arizona
Bryan,76201,76226.0,76517.0,77196.0,77832.0,78939.0,80667.0,82052.0,83171.0,84188.0,84817.0,86276.0,30.6743643,-96.3699632, Texas
Waukegan,89078,89115.0,89167.0,88998.0,88799.0,88897.0,88791.0,88369.0,88157.0,87615.0,86680.0,86075.0,42.3636331,-87.84479379999999, Illinois
Hawthorne,84293,84290.0,84295.0,84922.0,85359.0,85863.0,86740.0,87669.0,87685.0,87308.0,86671.0,86068.0,33.9164032,-118.3525748, California
Redwood City,76815,76817.0,77010.0,77970.0,79188.0,81034.0,82741.0,85274.0,85293.0,86394.0,86105.0,85925.0,37.48521520000001,-122.2363548, California
Hoover,81619,80823.0,80953.0,81617.0,82952.0,83581.0,84005.0,84592.0,84895.0,85235.0,85517.0,85768.0,33.4053867,-86.8113781, Alabama
Bloomington,80405,80293.0,80612.0,81497.0,82160.0,82457.0,83162.0,83596.0,84387.0,84837.0,85139.0,85755.0,39.165325,-86.52638569999999, Indiana
Duluth,86265,86266.0,86191.0,86239.0,86162.0,86045.0,86095.0,85985.0,86084.0,85979.0,85856.0,85618.0,46.78667189999999,-92.1004852, Minnesota
Lake Forest,77264,77445.0,77552.0,78299.0,78727.0,79112.0,79678.0,81964.0,83019.0,83878.0,85381.0,85531.0,33.6469437,-117.6861023, California
Hemet,78657,78630.0,79090.0,80226.0,81033.0,81718.0,82541.0,83305.0,84121.0,84809.0,85148.0,85334.0,33.7475203,-116.9719684, California
Whittier,85331,85313.0,85319.0,85633.0,85968.0,86326.0,86482.0,86705.0,86600.0,86326.0,85791.0,85098.0,33.9791793,-118.032844, California
Clifton,84136,84117.0,84169.0,84690.0,84695.0,84898.0,85141.0,85240.0,85192.0,85267.0,85251.0,85052.0,40.8584328,-74.16375529999999, New Jersey
Largo,77648,79439.0,79372.0,79480.0,79738.0,80422.0,80852.0,81903.0,84088.0,84686.0,84937.0,84948.0,27.9094665,-82.7873244, Florida
Bloomington,82893,82893.0,83036.0,83937.0,84867.0,85078.0,85052.0,85190.0,85459.0,85588.0,85474.0,84943.0,44.840798,-93.2982799, Minnesota
Danbury,80893,80893.0,81308.0,82085.0,82777.0,83577.0,83681.0,84200.0,84927.0,84616.0,84675.0,84694.0,41.394817,-73.4540111, Connecticut
Santa Fe,67947,80871.0,81012.0,81706.0,82144.0,82584.0,82824.0,83117.0,83515.0,83954.0,84211.0,84683.0,35.6869752,-105.937799, New Mexico
Johns Creek,76728,76638.0,77090.0,79218.0,81852.0,82455.0,82743.0,82980.0,83930.0,84282.0,84320.0,84579.0,34.0289259,-84.198579, Georgia
Newport Beach,85186,85211.0,85329.0,86073.0,86522.0,86877.0,86688.0,86585.0,86510.0,85740.0,85074.0,84534.0,33.6188829,-117.9298493, California
Kennewick,73917,73994.0,74447.0,75585.0,75930.0,76579.0,77339.0,78724.0,80081.0,81621.0,82696.0,84347.0,46.2086683,-119.119948, Washington
Mission,77058,77695.0,78118.0,79728.0,80920.0,81486.0,82167.0,82823.0,83257.0,83576.0,83958.0,84331.0,26.2159066,-98.32529319999999, Texas
Milpitas,66790,66820.0,66729.0,67124.0,68862.0,69944.0,73560.0,77485.0,77829.0,77874.0,80208.0,84196.0,37.4323341,-121.8995741, California
Troy,80980,80972.0,81020.0,81649.0,82271.0,83007.0,83399.0,83496.0,84092.0,84187.0,84111.0,84092.0,42.6064095,-83.1497751, Michigan
Chino Hills,74799,74792.0,74963.0,75639.0,76042.0,76285.0,76509.0,77826.0,78452.0,80115.0,83239.0,83853.0,33.9898188,-117.7325848, California
Alhambra,83089,83119.0,83160.0,83594.0,84120.0,84337.0,84786.0,84843.0,85221.0,84878.0,84373.0,83750.0,34.095287,-118.1270146, California
Merced,78958,78958.0,79131.0,79705.0,80231.0,80703.0,81120.0,81775.0,82232.0,82589.0,83113.0,83676.0,37.3021632,-120.4829677, California
Trenton,84913,84959.0,85004.0,84854.0,84631.0,84503.0,84042.0,83519.0,83313.0,83497.0,83604.0,83203.0,40.2205824,-74.759717, New Jersey
Franklin,62487,62569.0,62820.0,64357.0,66359.0,68876.0,70620.0,72573.0,74695.0,78265.0,81027.0,83097.0,35.9250637,-86.8688899, Tennessee
Medford,74907,74992.0,75043.0,75617.0,76153.0,76840.0,77763.0,78990.0,80174.0,81191.0,82333.0,83072.0,42.3265152,-122.8755949, Oregon
Melbourne,76068,76217.0,76363.0,76537.0,76854.0,77393.0,78276.0,79323.0,80656.0,81822.0,82603.0,83029.0,28.0836269,-80.60810889999999, Florida
Manteca,67096,67348.0,67733.0,69244.0,70884.0,71761.0,73157.0,75088.0,76831.0,79079.0,81603.0,83028.0,37.7974273,-121.2160526, California
Mountain View,74066,74008.0,74236.0,75108.0,76507.0,77955.0,79150.0,80345.0,80821.0,81189.0,83168.0,82739.0,37.3860517,-122.0838511, California
Sioux City,82684,82693.0,82858.0,83096.0,82689.0,82608.0,82534.0,82669.0,82748.0,82234.0,82380.0,82651.0,42.4963416,-96.40494079999999, Iowa
Lynchburg,75568,75534.0,75548.0,76584.0,77269.0,77940.0,78141.0,79134.0,79710.0,80523.0,81309.0,82168.0,37.4137536,-79.14224639999999, Virginia
Buena Park,80530,80619.0,80792.0,81553.0,82045.0,82717.0,82621.0,82770.0,82988.0,82619.0,82187.0,81788.0,33.8674044,-117.9981387, California
Pleasanton,70285,70280.0,70381.0,71133.0,72098.0,74026.0,77454.0,79265.0,82330.0,82831.0,82357.0,81777.0,37.6604484,-121.8757968, California
Longview,80455,80423.0,80565.0,81024.0,81190.0,81249.0,81253.0,81717.0,81378.0,80980.0,81191.0,81631.0,32.5007037,-94.74048909999999, Texas
Westland,84094,84150.0,83959.0,83518.0,83334.0,82659.0,82628.0,82321.0,82115.0,81940.0,81752.0,81511.0,42.32420399999999,-83.400211, Michigan
Auburn,70180,70301.0,70560.0,71748.0,73474.0,74924.0,76198.0,77479.0,78725.0,81333.0,81789.0,81464.0,47.30732279999999,-122.2284532, Washington
Cranston,80387,80627.0,80757.0,80881.0,81066.0,81033.0,81248.0,81306.0,81221.0,81022.0,81335.0,81456.0,41.7798226,-71.4372796, Rhode Island
Somerville,75754,75701.0,75877.0,76710.0,77620.0,78573.0,78991.0,79715.0,80936.0,81204.0,81357.0,81360.0,42.3875968,-71.0994968, Massachusetts
Folsom,72203,72147.0,72110.0,72542.0,73042.0,72782.0,74950.0,75935.0,76999.0,77798.0,78842.0,81328.0,38.6779591,-121.1760583, California
Springdale,69797,70800.0,71129.0,72453.0,73712.0,75121.0,76238.0,77524.0,78737.0,79819.0,80907.0,81125.0,36.18674420000001,-94.1288141, Arkansas
Deerfield Beach,75018,75008.0,75178.0,76504.0,77395.0,78002.0,78565.0,79334.0,79972.0,80525.0,80666.0,81066.0,26.3184123,-80.09976569999999, Florida
Warwick,82672,82689.0,82643.0,82049.0,81700.0,81548.0,81710.0,81142.0,81027.0,80820.0,80966.0,81004.0,41.7001009,-71.4161671, Rhode Island
Cicero town,83891,84241.0,84267.0,84438.0,84569.0,84601.0,84397.0,83884.0,83219.0,82399.0,81477.0,80796.0,41.8455877,-87.7539448, Illinois
Farmington Hills,79740,79725.0,79761.0,80345.0,80922.0,81490.0,81744.0,81536.0,81560.0,81426.0,80939.0,80612.0,42.4989936,-83.3677168, Michigan
Brooklyn Park,75781,75776.0,75963.0,76883.0,77905.0,78471.0,78816.0,79256.0,79871.0,80322.0,80524.0,80389.0,45.0941315,-93.3563405, Minnesota
Lawrence,76377,76343.0,76551.0,77260.0,77910.0,78382.0,79182.0,79699.0,79818.0,80003.0,80112.0,80028.0,42.7070354,-71.1631137, Massachusetts
Plymouth,70576,70591.0,70715.0,71703.0,73104.0,74096.0,75176.0,76034.0,77341.0,78128.0,79345.0,79768.0,45.0105194,-93.4555093, Minnesota
Buckeye,50876,50851.0,51350.0,52486.0,54389.0,56603.0,59100.0,61633.0,64641.0,68534.0,74339.0,79620.0,33.3703197,-112.5837766, Arizona
Georgetown,47400,47483.0,48012.0,50310.0,52483.0,54831.0,58974.0,63533.0,67028.0,70640.0,74275.0,79604.0,30.6332618,-97.6779842, Texas
Cedar Park,48937,55117.0,55777.0,58840.0,61496.0,64800.0,67161.0,69556.0,72545.0,75559.0,76903.0,79462.0,30.505198,-97.8202888, Texas
Tustin,75540,75317.0,75472.0,76227.0,77575.0,78122.0,80138.0,80088.0,80245.0,80121.0,79578.0,79348.0,33.7420005,-117.8236391, California
Lakewood,80048,80086.0,80079.0,80413.0,80672.0,80883.0,80927.0,80951.0,80895.0,80510.0,79907.0,79307.0,33.8536269,-118.1339563, California
Perris,68386,68564.0,69000.0,70426.0,71229.0,72295.0,73485.0,74613.0,76046.0,77563.0,78903.0,79291.0,33.7825194,-117.2286478, California
Flower Mound town,64669,64675.0,64864.0,65982.0,67764.0,68375.0,69525.0,70985.0,73533.0,76700.0,77562.0,79135.0,33.0145673,-97.0969552, Texas
Pharr,70400,70457.0,70778.0,72142.0,73327.0,74165.0,75348.0,76369.0,77363.0,78649.0,78925.0,79112.0,26.1947962,-98.1836216, Texas
Loveland,66859,66992.0,67157.0,69321.0,70384.0,71337.0,72514.0,74886.0,76399.0,76880.0,77752.0,78877.0,40.3977612,-105.0749801, Colorado
Boynton Beach,68217,68293.0,68411.0,68905.0,70049.0,71305.0,73155.0,74005.0,75877.0,77711.0,77949.0,78679.0,26.5317866,-80.0905465, Florida
New Rochelle,77062,77115.0,77233.0,77701.0,78328.0,79265.0,79342.0,79419.0,79455.0,79084.0,78822.0,78557.0,40.9114882,-73.7823549, New York
Temple,66102,66082.0,66614.0,67124.0,68756.0,69544.0,70199.0,71786.0,73003.0,74377.0,76165.0,78439.0,31.0982344,-97.342782, Texas
Lake Charles,71993,72398.0,72531.0,72873.0,73665.0,73886.0,74513.0,75685.0,76462.0,77586.0,78266.0,78396.0,30.2265949,-93.2173758, Louisiana
Jonesboro,67263,67295.0,67548.0,68998.0,70440.0,71604.0,72303.0,73763.0,74797.0,75938.0,77234.0,78394.0,35.84229670000001,-90.704279, Arkansas
Napa,76915,77088.0,77185.0,77679.0,78168.0,78728.0,79384.0,79636.0,79616.0,79083.0,78946.0,78130.0,38.2975381,-122.286865, California
Parma,81601,81589.0,81456.0,80961.0,80623.0,80453.0,80166.0,80037.0,79627.0,79103.0,78622.0,78103.0,41.4047742,-81.7229086, Ohio
Layton,67311,67529.0,67813.0,68479.0,68899.0,70978.0,72360.0,73929.0,75482.0,76447.0,77181.0,78014.0,41.0602216,-111.9710529, Utah
Alameda,73812,73812.0,73946.0,74692.0,75637.0,76479.0,77509.0,78459.0,79091.0,79037.0,78344.0,77624.0,37.7798721,-122.2821855, California
Warner Robins,66588,69596.0,70047.0,71523.0,72522.0,73253.0,73859.0,73991.0,74950.0,75394.0,76365.0,77617.0,32.6130007,-83.624201, Georgia
Rapid City,67956,68994.0,69154.0,69587.0,70739.0,71730.0,72995.0,73370.0,74116.0,75237.0,76170.0,77503.0,44.0805434,-103.2310149, South Dakota
Bloomington,76610,76724.0,76848.0,77308.0,78020.0,79269.0,78901.0,78414.0,78343.0,78134.0,77804.0,77330.0,40.4166674,-88.9892448, Illinois
Gastonia,71741,71720.0,71707.0,71871.0,72503.0,72789.0,73183.0,74009.0,74963.0,76307.0,76885.0,77273.0,35.262082,-81.18730049999999, North Carolina
Baytown,71802,71605.0,71757.0,72500.0,73311.0,75334.0,75926.0,76286.0,76369.0,76693.0,76592.0,77192.0,29.7355047,-94.97742740000001, Texas
Upland,73732,73718.0,73884.0,74465.0,74933.0,75188.0,75542.0,75970.0,76374.0,76778.0,76833.0,77140.0,34.09751,-117.6483876, California
Racine,78860,78556.0,78460.0,78170.0,77904.0,77782.0,77607.0,77290.0,77155.0,77188.0,77075.0,76760.0,42.7261309,-87.78285230000002, Wisconsin
Scranton,76089,76083.0,76079.0,75926.0,76024.0,75831.0,75443.0,77149.0,77235.0,77214.0,77017.0,76653.0,41.408969,-75.66241219999999, Pennsylvania
South Jordan,50418,50473.0,51301.0,53309.0,55842.0,59142.0,62446.0,66034.0,68545.0,70929.0,73837.0,76598.0,40.5621704,-111.929658, Utah
Bellflower,76616,76625.0,76624.0,76939.0,77202.0,77404.0,77532.0,77794.0,77581.0,77326.0,76906.0,76435.0,33.8816818,-118.1170117, California
Kalamazoo,74262,74263.0,74334.0,74697.0,75545.0,75792.0,76099.0,75820.0,75826.0,75803.0,76483.0,76200.0,42.2917069,-85.5872286, Michigan
San Ramon,72148,71412.0,71585.0,72174.0,72850.0,73560.0,74329.0,75138.0,75703.0,75795.0,75851.0,75995.0,37.7643595,-121.9539616, California
Bethlehem,74982,74972.0,74979.0,75061.0,75040.0,74852.0,74966.0,74966.0,75273.0,75546.0,75742.0,75815.0,40.6259316,-75.37045789999999, Pennsylvania
Wyoming,72125,72117.0,72131.0,72729.0,73509.0,74307.0,74986.0,75298.0,75685.0,76056.0,75839.0,75667.0,42.9133602,-85.7053085, Michigan
Hammond,80830,80825.0,80718.0,80220.0,79648.0,79009.0,78586.0,77688.0,77151.0,76489.0,75877.0,75522.0,41.5833688,-87.5000412, Indiana
Missoula,66788,67358.0,67466.0,68078.0,68877.0,69487.0,70227.0,71292.0,72779.0,74077.0,74882.0,75516.0,46.8721284,-113.9940314, Montana
Missouri City,67358,66534.0,66905.0,67441.0,68107.0,69314.0,71076.0,73611.0,74359.0,74617.0,74834.0,75457.0,29.6185669,-95.5377215, Texas
Pasco,59781,62163.0,62928.0,65539.0,67673.0,68398.0,69500.0,70330.0,71514.0,72810.0,74485.0,75432.0,46.2305049,-119.0922316, Washington
Baldwin Park,75390,75397.0,75421.0,75750.0,76183.0,76364.0,76375.0,76427.0,76219.0,75948.0,75572.0,75251.0,34.0852868,-117.9608978, California
Iowa City,67862,67961.0,68050.0,69201.0,70182.0,71454.0,72831.0,73497.0,74587.0,75690.0,75696.0,75130.0,41.6611277,-91.5301683, Iowa
Rancho Cordova,64776,64804.0,65067.0,65970.0,66725.0,67722.0,69389.0,70640.0,72162.0,73398.0,74478.0,75087.0,38.5890723,-121.302728, California
Rock Hill,66154,66878.0,66879.0,67593.0,68131.0,68788.0,69690.0,71183.0,72460.0,73414.0,74458.0,75048.0,34.9248667,-81.02507840000001, South Carolina
Flagstaff,65870,66006.0,66088.0,66071.0,67913.0,68090.0,68609.0,69966.0,71149.0,72037.0,73762.0,75038.0,35.1982836,-111.651302, Arizona
Gary,80294,80256.0,80155.0,79645.0,79128.0,78518.0,77985.0,77128.0,76450.0,75775.0,75210.0,74879.0,41.6020403,-87.3371523, Indiana
St. Joseph,76780,76783.0,76659.0,77202.0,77332.0,77221.0,76994.0,76496.0,76443.0,76076.0,75604.0,74875.0,39.7674578,-94.84668099999999, Missouri
Arlington Heights village,75101,75185.0,75252.0,75528.0,75918.0,76116.0,76145.0,75987.0,75795.0,75473.0,75116.0,74760.0,42.0883603,-87.98062650000001, Illinois
Bolingbrook village,73366,73365.0,73475.0,73789.0,73949.0,73909.0,74032.0,74142.0,74383.0,75003.0,75043.0,74545.0,41.69864159999999,-88.0683955, Illinois
Rochester Hills,70995,70987.0,71038.0,71694.0,72455.0,73116.0,73363.0,73627.0,73849.0,74517.0,74544.0,74516.0,42.65836609999999,-83.1499322, Michigan
Framingham,(X),68323.0,68665.0,69656.0,70061.0,70411.0,70786.0,70938.0,71459.0,71784.0,72909.0,74416.0,42.279286,-71.4161565, Massachusetts
Union City,69516,69531.0,69630.0,70597.0,71642.0,72552.0,73481.0,74343.0,75465.0,75227.0,74560.0,74107.0,37.5933562,-122.0438609, California
Appleton,72623,72675.0,72704.0,72921.0,73128.0,73591.0,74001.0,74151.0,74392.0,74524.0,74378.0,74098.0,44.2619309,-88.41538469999999, Wisconsin
Turlock,68549,68712.0,68848.0,69251.0,69719.0,70261.0,70868.0,71776.0,72578.0,73241.0,73396.0,73631.0,37.4945743,-120.8459786, California
Camden,77344,76866.0,76805.0,77049.0,76711.0,76283.0,75673.0,75204.0,73818.0,73728.0,73725.0,73562.0,39.9259463,-75.1196199, New Jersey
Bismarck,61272,61324.0,61589.0,62768.0,64772.0,67127.0,69011.0,71413.0,72580.0,73141.0,73229.0,73529.0,46.8083268,-100.7837392, North Dakota
Evanston,74486,74483.0,74585.0,75142.0,75723.0,75984.0,75994.0,75619.0,75243.0,74617.0,73990.0,73473.0,42.0450722,-87.68769689999999, Illinois
Apple Valley town,69135,69146.0,69307.0,70025.0,70381.0,70706.0,71141.0,71747.0,72262.0,72871.0,73349.0,73453.0,34.5008311,-117.1858759, California
Schaumburg village,74227,74233.0,74294.0,74551.0,74775.0,74911.0,74903.0,74651.0,74592.0,74039.0,73388.0,72887.0,42.0333607,-88.0834059, Illinois
Woodbury,61961,61963.0,62250.0,63559.0,64472.0,65523.0,66625.0,67445.0,68495.0,69520.0,71231.0,72828.0,44.9238552,-92.9593797, Minnesota
Kissimmee,59682,59558.0,59694.0,61323.0,63422.0,64921.0,66509.0,68633.0,69407.0,71446.0,73751.0,72717.0,28.2919557,-81.40757099999999, Florida
Southfield,71739,71715.0,71760.0,72248.0,72711.0,73226.0,73439.0,73389.0,73465.0,73386.0,72976.0,72689.0,42.4733688,-83.2218731, Michigan
Maple Grove,61567,61548.0,61778.0,63196.0,64504.0,65442.0,66966.0,68405.0,69678.0,70812.0,71711.0,72622.0,45.0724642,-93.4557877, Minnesota
Pittsburg,63264,63259.0,63522.0,64546.0,65523.0,66646.0,67974.0,69260.0,70798.0,72000.0,72450.0,72588.0,38.0279762,-121.8846806, California
New Britain,73206,73203.0,73251.0,73274.0,73221.0,73050.0,73048.0,73213.0,72816.0,72626.0,72591.0,72495.0,41.6612104,-72.7795419, Connecticut
Jacksonville,70145,70327.0,78089.0,75194.0,76365.0,75681.0,74217.0,74306.0,72745.0,72800.0,72775.0,72436.0,34.7540524,-77.4302414, North Carolina
Mansfield,56368,56654.0,57088.0,58331.0,59682.0,61228.0,62605.0,64705.0,66253.0,68841.0,70796.0,72419.0,32.5631924,-97.1416768, Texas
Waukesha,70718,71223.0,71215.0,71224.0,71717.0,71775.0,72009.0,72375.0,72405.0,72516.0,72453.0,72299.0,43.0116784,-88.2314813, Wisconsin
Frederick,65239,65289.0,65455.0,65954.0,66402.0,66827.0,68275.0,69372.0,69881.0,70947.0,71945.0,72244.0,39.41426879999999,-77.4105409, Maryland
Albany,77434,77436.0,77420.0,77893.0,77537.0,76416.0,75940.0,74891.0,73957.0,73252.0,73219.0,72130.0,31.5785074,-84.15574099999999, Georgia
Pawtucket,71148,71153.0,71267.0,71406.0,71582.0,71623.0,71693.0,71755.0,71775.0,71600.0,71973.0,72117.0,41.878711,-71.38255579999999, Rhode Island
Redmond,54144,54511.0,54731.0,55674.0,56741.0,57606.0,59416.0,60770.0,62794.0,64872.0,67436.0,71929.0,47.6739881,-122.121512, Washington
Lauderhill,66887,66936.0,67084.0,68246.0,69012.0,69531.0,70110.0,70901.0,71474.0,71915.0,71924.0,71868.0,26.1403635,-80.2133808, Florida
Lafayette,67140,68864.0,68925.0,69916.0,70163.0,70976.0,71012.0,71143.0,71960.0,72110.0,72233.0,71721.0,40.4167022,-86.87528689999999, Indiana
Gulfport,67793,67785.0,67904.0,68865.0,69782.0,70801.0,71173.0,71346.0,71518.0,71945.0,71771.0,71705.0,30.3674198,-89.0928155, Mississippi
Redlands,68747,68679.0,68807.0,69320.0,69637.0,69800.0,70209.0,70625.0,71027.0,71342.0,71416.0,71513.0,34.0555693,-117.1825381, California
Weston,65333,65419.0,65591.0,66840.0,67702.0,68333.0,68926.0,69687.0,70324.0,70901.0,71030.0,71166.0,26.1003654,-80.3997748, Florida
